,Open,High,Low,Close,Adj Close,Volume
2016-10-20,117.68,117.97,117.03,117.71,110.60758451795,18132245.0
2016-10-21,117.8,118.22,117.41,118.15,111.021035687671,15707804.0
2016-10-24,118.93,119.65,118.8918,119.57,112.355355371772,19142985.0
2016-10-25,119.62,119.66,119.01,119.19,111.998283907013,20341835.0
2016-10-26,118.41,119.03,118.03,118.38,111.237157890026,20463696.0
2016-10-27,118.9,118.99,117.67,117.84,110.729740545368,19099790.0
2016-10-28,117.47,118.11,116.74,117.1,110.034390850836,35369254.0
2016-10-31,117.53,117.53,116.93,116.99,109.931028058406,18749357.0
2016-11-01,117.19,117.21,115.1047,116.11,109.104125718963,23498712.0
2016-11-02,116.05,116.3,114.89,115.18,108.230240292052,26960093.0
2016-11-03,115.02,115.37,113.92,114.05,107.168422515268,36205193.0
2016-11-04,113.72,114.54,113.45,113.65,106.792557815521,26997454.0
2016-11-07,115.45,116.47,115.3,116.35,109.329644538811,26591245.0
2016-11-08,116.21,117.64,115.96,117.11,110.04378746833,20777919.0
2016-11-09,115.71,117.84,115.6,117.65,110.551204812988,70234393.0
2016-11-10,118.14,118.38,114.195,115.75,108.765847489191,72825446.0
2016-11-11,115.21,116.05,114.84,115.8,108.81283057666,41115166.0
2016-11-14,115.84,115.94,114.03,114.63,107.713426329901,35905979.0
2016-11-15,115.47,116.62,115.33,116.22,109.207488511394,31796602.0
2016-11-16,115.7,116.9932,115.67,116.91,109.855855118457,16538132.0
2016-11-17,116.86,117.78,116.61,117.76,110.654567605418,20598553.0
2016-11-18,117.83,118.1,117.21,117.32,110.241116435697,16428659.0
2016-11-21,117.6,118.65,117.57,118.54,111.387503769924,20268547.0
2016-11-22,118.9,119.19,118.61,118.9,111.725781999696,18850641.0
2016-11-23,118.51,118.64,117.9,118.42,111.27474436,22925954.0
2016-11-25,118.56,118.85,118.42,118.8,111.63181582476,7162785.0
2016-11-28,118.64,119.08,118.4101,118.53,111.378107152431,13479045.0
2016-11-29,118.63,119.51,118.3,118.94,111.763368469671,18552957.0
2016-11-30,119.06,119.1335,117.46,117.5,110.410255550583,30405342.0
2016-12-01,117.46,117.47,115.29,115.47,108.502742199369,39796590.0
2016-12-02,115.57,116.16,115.22,115.7,108.718864401723,32876845.0
2016-12-05,116.32,117.06,115.77,116.6,109.564559976153,21419667.0
2016-12-06,116.88,117.08,116.39,116.88,109.827665265976,27293348.0
2016-12-07,116.64,118.51,116.2919,118.36,111.218364655038,26622442.0
2016-12-08,118.4,118.87,118.18,118.57,111.415693622405,18578433.0
2016-12-09,119.03,119.5402,119.0,119.5,112.289579049316,21863133.0
2016-12-12,118.95,119.21,118.47,118.96,111.782161704658,23259310.0
2016-12-13,119.35,121.11,119.32,120.46,113.191654328708,54477889.0
2016-12-14,120.56,121.0,119.86,120.21,112.956738891367,28745991.0
2016-12-15,120.37,121.11,120.08,120.4,113.135274623746,22762305.0
2016-12-16,120.28,120.5817,119.36,119.6,112.717068765573,26283907.0
2016-12-19,119.74,120.83,119.55,120.09,113.178869465365,21138658.0
2016-12-20,120.43,120.77,120.33,120.55,113.612396652925,11461799.0
2016-12-21,120.57,120.68,120.19,120.46,113.527576116229,7079300.0
2016-12-22,120.46,120.5,119.65,120.12,113.207142977597,16644996.0
2016-12-23,119.96,120.25,119.81,120.2,113.282539010217,9007470.0
2016-12-27,120.44,121.52,120.41,120.82,113.866858263015,16110554.0
2016-12-28,121.06,121.19,119.795,119.88,112.98095487974,17975235.0
2016-12-29,119.86,120.13,119.33,119.71,112.820738310424,13267519.0
2016-12-30,119.93,119.95,118.14,118.48,111.661524308906,41749028.0
2017-01-03,119.31,119.99,118.89,119.54,112.660521741109,22307608.0
2017-01-04,119.67,120.41,119.6561,120.19,113.273114506139,19749074.0
2017-01-05,120.16,120.95,120.1,120.87,113.913980783402,20644254.0
2017-01-06,120.99,122.25,120.685,121.93,114.912978215605,24074305.0
2017-01-09,122.03,122.55,121.95,122.33,115.2899583787,18909234.0
2017-01-10,122.37,122.97,122.1,122.6,115.54441998879,16176631.0
2017-01-11,122.63,122.93,122.02,122.93,115.855428623344,20685983.0
2017-01-12,122.49,122.819,121.6,122.74,115.676363045873,19622511.0
2017-01-13,122.81,123.37,122.8,123.16,116.072192217124,16930803.0
2017-01-17,122.79,123.03,122.4342,122.79,115.72348556626,14538484.0
2017-01-18,122.96,123.16,122.66,123.04,115.959098168195,12499663.0
2017-01-19,123.19,123.65,122.72,122.98,115.902551143731,12710659.0
2017-01-20,123.51,123.83,122.92,123.25,116.15701275382,22091039.0
2017-01-23,123.16,123.53,122.57,123.35,116.251257794594,17434167.0
2017-01-24,123.59,124.37,123.3847,124.18,117.033491633017,17640869.0
2017-01-25,124.94,125.46,124.85,125.43,118.211554642691,15036221.0
2017-01-26,125.59,125.82,125.3438,125.56,118.334073195697,16052150.0
2017-01-27,125.8,125.9211,125.39,125.8,118.560261293554,15052983.0
2017-01-30,125.37,125.38,124.13,124.82,117.63665989397,25006715.0
2017-01-31,124.4,124.6,123.85,124.57,117.401047292036,19091133.0
2017-02-01,125.42,125.68,124.86,125.43,118.211554642691,22861876.0
2017-02-02,125.21,125.7,124.86,125.32,118.10788509784,15101363.0
2017-02-03,125.49,125.81,125.33,125.68,118.447167244626,16957154.0
2017-02-06,125.42,125.85,125.35,125.83,118.588534805787,11630139.0
2017-02-07,126.06,126.55,125.97,126.29,119.022061993346,17541101.0
2017-02-08,126.12,126.68,125.88,126.5,119.219976578972,12569147.0
2017-02-09,126.63,127.24,126.56,126.96,119.653503766532,17542726.0
2017-02-10,127.2,127.56,127.02,127.38,120.049332937782,13915697.0
2017-02-13,127.76,128.26,127.7199,128.1,120.727897231354,19120150.0
2017-02-14,128.15,128.535,127.74,128.53,121.133150906682,16333480.0
2017-02-15,128.44,129.35,128.37,129.29,121.849413216563,17891355.0
2017-02-16,129.36,129.63,128.92,129.25,121.811715200254,15098286.0
2017-02-17,129.09,129.82,129.04,129.81,122.339487428587,15563730.0
2017-02-21,130.03,130.53,129.99,130.45,122.94265568954,18479628.0
2017-02-22,130.32,130.59,130.111,130.5,122.989778209927,12110876.0
2017-02-23,130.7,130.7,129.49,130.01,122.527977510135,17489023.0
2017-02-24,129.47,130.26,129.38,130.26,122.76359011207,18624489.0
2017-02-27,130.02,130.43,129.8,130.42,122.914382177308,12008672.0
2017-02-28,130.39,130.45,129.66,130.02,122.537402014213,16598581.0
2017-03-01,130.81,131.68,130.6,131.44,123.875681593202,25813827.0
2017-03-02,131.43,131.43,130.62,130.78,123.253664324094,19951386.0
2017-03-03,130.65,131.06,130.341,131.02,123.479852421952,13722749.0
2017-03-06,130.56,130.95,130.21,130.73,123.206541803707,12026151.0
2017-03-07,130.45,131.08,130.28,130.51,122.999202714005,15500945.0
2017-03-08,130.57,131.15,130.46,130.74,123.215966307785,15776027.0
2017-03-09,130.71,131.02,130.14,130.84,123.310211348559,20855253.0
2017-03-10,131.42,131.6,130.82,131.39,123.828559072815,21922601.0
2017-03-13,131.34,131.64,131.27,131.61,124.035898162517,10731575.0
2017-03-14,131.31,131.36,130.76,131.29,123.734314032041,14019689.0
2017-03-15,131.58,132.405,131.14,132.1,124.49769886231,22709139.0
2017-03-16,132.33,132.35,131.71,132.01,124.412878325613,18457291.0
2017-03-17,131.86,132.04,131.62,131.69,124.369666974418,21234529.0
2017-03-20,131.65,132.11,131.4601,131.81,124.482996460613,10105210.0
2017-03-21,132.31,132.43,129.73,129.81,122.594171690707,35841897.0
2017-03-22,129.89,130.82,129.68,130.69,123.425254589466,29177883.0
2017-03-23,130.52,130.88,130.14,130.36,123.113598502431,20311655.0
2017-03-24,130.78,131.29,130.13,130.63,123.368589846368,22967566.0
2017-03-27,129.73,131.07,129.4,130.84,123.566916447208,18472445.0
2017-03-28,130.81,132.03,130.55,131.64,124.322446355171,23721947.0
2017-03-29,131.73,132.3,131.59,132.25,124.898537909992,13709968.0
2017-03-30,132.22,132.61,132.08,132.47,125.106308634681,16092374.0
2017-03-31,132.27,132.74,132.125,132.38,125.021311520036,19841411.0
2017-04-03,132.48,132.81,131.56,132.3,124.945758529239,23700310.0
2017-04-04,131.9,132.53,131.87,132.51,125.144085130079,13400022.0
2017-04-05,132.68,133.48,131.72,131.97,124.634102442205,32011155.0
2017-04-06,132.12,132.39,131.7,132.04,124.700211309152,18832193.0
2017-04-07,131.99,132.37,131.5,131.97,124.634102442205,16726191.0
2017-04-10,132.11,132.565,131.6564,132.02,124.681323061453,15619276.0
2017-04-11,131.86,132.095,130.5,131.45,124.14300800203,33778359.0
2017-04-12,131.45,131.54,130.78,130.92,123.642469438005,15955195.0
2017-04-13,130.75,131.51,130.38,130.4,123.151374997829,23683020.0
2017-04-17,130.8,131.5,130.72,131.48,124.171340373578,13325508.0
2017-04-18,131.01,131.66,130.95,131.28,123.982457896588,12841087.0
2017-04-19,131.85,132.29,131.31,131.49,124.180784497428,17764817.0
2017-04-20,132.04,132.88,131.82,132.59,125.219638120876,21977910.0
2017-04-21,132.7,132.76,132.22,132.56,125.191305749327,22454948.0
2017-04-24,134.02,134.285,133.8042,134.16,126.702365565251,22444504.0
2017-04-25,134.58,135.3664,134.48,135.13,127.618445578655,19384398.0
2017-04-26,135.17,135.51,134.86,134.94,127.439007225514,25398542.0
2017-04-27,135.28,135.75,135.19,135.75,128.203981257326,16136538.0
2017-04-28,136.28,136.34,135.77,135.99,128.430640229715,22771946.0
2017-05-01,136.46,137.38,136.38,137.2,129.573379215507,24815525.0
2017-05-02,137.38,137.49,137.02,137.43,129.790594064047,18345071.0
2017-05-03,137.14,137.17,136.615,136.99,129.375052614667,23827550.0
2017-05-04,137.01,137.43,136.56,137.04,129.422273233915,14630063.0
2017-05-05,137.39,137.54,136.88,137.54,129.894479426391,19330652.0
2017-05-08,137.61,137.84,137.33,137.84,130.177803141877,13279931.0
2017-05-09,138.05,138.628,137.93,138.32,130.631121086654,28426109.0
2017-05-10,138.4,138.45,137.91,138.4,130.706674077451,20499363.0
2017-05-11,138.03,138.33,137.38,138.29,130.602788715106,27232074.0
2017-05-12,138.37,138.63,138.23,138.6,130.895556554441,19738629.0
2017-05-15,138.63,139.12,138.53,139.04,131.31109800382,20481327.0
2017-05-16,139.36,139.64,138.99,139.62,131.858857187093,21785994.0
2017-05-17,138.55,138.77,136.05,136.07,128.506193220511,55642178.0
2017-05-18,136.06,137.72,135.87,137.26,129.630043958605,41319882.0
2017-05-19,137.71,138.42,137.66,137.84,130.177803141877,36730112.0
2017-05-22,138.14,139.075,138.0967,139.0,131.273321508422,19509659.0
2017-05-23,139.42,139.42,138.7801,139.14,131.405539242316,19687534.0
2017-05-24,139.56,139.85,139.17,139.78,132.009963168685,16065013.0
2017-05-25,140.315,141.33,140.01,140.97,133.133813906779,23928591.0
2017-05-26,141.0,141.28,140.81,141.22,133.369917003017,13851582.0
2017-05-30,141.13,141.505,141.06,141.34,133.483246489212,20306409.0
2017-05-31,141.8,141.84,140.57,141.29,133.436025869964,33229404.0
2017-06-01,141.57,141.9,140.98,141.84,133.955452681688,20099562.0
2017-06-02,142.34,143.49,142.11,143.46,135.485400745311,37222881.0
2017-06-05,143.44,143.68,143.23,143.43,135.457068373763,15727526.0
2017-06-06,143.28,143.73,142.65,142.86,134.91875331434,22393024.0
2017-06-07,143.23,143.54,142.6,143.42,135.447624249913,18842408.0
2017-06-08,143.74,143.8,142.79,143.57,135.589286107656,25417408.0
2017-06-09,143.74,143.9,138.11,139.98,132.198845645676,10978370000.0
2017-06-12,138.84,139.48,137.47,139.23,131.490536356961,104453977.0
2017-06-13,140.01,140.56,139.28,140.36,132.557722351958,51193010.0
2017-06-14,140.92,140.93,138.62,139.75,131.981630797137,60093764.0
2017-06-15,138.35,139.28,137.49,139.13,131.396095118466,55145160.0
2017-06-16,138.72,138.777,137.638,138.15,130.827955515926,48087413.0
2017-06-19,139.45,140.59,139.28,140.46,133.015523936062,39626533.0
2017-06-20,140.31,140.5,139.31,139.36,131.973824688378,40935078.0
2017-06-21,139.66,140.81,139.59,140.74,133.280683744564,35743366.0
2017-06-22,140.94,141.22,140.34,140.7,133.242803771921,24099115.0
2017-06-23,140.53,141.42,140.15,141.24,133.754183402602,21654314.0
2017-06-26,142.0,142.29,140.27,140.58,133.129163853991,34411094.0
2017-06-27,140.07,140.22,138.02,138.03,130.714315597997,65957819.0
2017-06-28,138.54,140.14,137.74,140.02,132.598844236989,57427180.0
2017-06-29,139.4,139.44,136.25,137.59,130.297635898924,88769351.0
2017-06-30,138.0,138.6687,137.19,137.64,130.344985864727,68898255.0
2017-07-03,138.270004,138.429993,136.100006,136.190002,128.971838750416,32797000.0
2017-07-05,136.57,137.9,136.16,137.53,130.240815939959,42116584.0
2017-07-06,136.47,137.06,135.8,136.29,129.066536788025,48430476.0
2017-07-07,136.74,138.13,136.74,137.76,130.458625782657,36970402.0
2017-07-10,137.84,138.985,137.5,138.66,131.310925167125,24853545.0
2017-07-11,138.44,139.22,137.94,139.05,131.680254900395,31517660.0
2017-07-12,140.21,140.86,139.955,140.7,133.242803771921,36045799.0
2017-07-13,140.85,141.35,140.6,141.01,133.536373559904,31073595.0
2017-07-14,141.57,142.3,141.19,142.12,134.587542800749,34544847.0
2017-07-17,142.25,142.69,141.92,142.19,134.653832752874,25343155.0
2017-07-18,142.06,143.17,141.64,143.14,135.553482103146,25651280.0
2017-07-19,143.53,144.19,143.5,143.98,136.34896152865,33752309.0
2017-07-20,144.31,144.44,143.52,144.17,136.528891398705,36139449.0
2017-07-21,143.62,144.11,143.35,144.11,136.47207143974,39697094.0
2017-07-24,144.07,144.87,143.92,144.77,137.097090988351,26712732.0
2017-07-25,144.29,144.74,144.01,144.4,136.746701241402,28120884.0
2017-07-26,144.74,144.95,144.53,144.87,137.191790919958,18610634.0
2017-07-27,145.86,145.96,142.3,143.96,136.330021542329,80665866.0
2017-07-28,143.14,144.0752,142.87,143.84,136.2163816244,38013176.0
2017-07-31,144.22,144.43,142.92,143.23,135.638712041593,33848645.0
2017-08-01,143.7,143.76,143.12,143.56,135.951221815898,20149421.0
2017-08-02,144.45,144.52,142.61,143.95,136.320551549168,41769667.0
2017-08-03,144.17,144.17,143.13,143.39,135.790231932166,27077574.0
2017-08-04,143.65,143.97,143.06,143.65,136.036451754345,29472909.0
2017-08-07,143.89,144.56,143.71,144.56,136.898221131975,17933942.0
2017-08-08,144.27,145.47,143.9,144.31,136.661471302956,30810364.0
2017-08-09,143.14,144.19,142.795,144.12,136.481541432901,36169473.0
2017-08-10,143.33,143.4,140.89,141.03,133.555313546226,63331663.0
2017-08-11,141.24,142.41,140.9,142.1,134.568602814427,45862488.0
2017-08-14,143.23,144.15,143.19,143.93,136.301611562847,34048099.0
2017-08-15,144.22,144.302,143.64,144.03,136.396311494454,25509181.0
2017-08-16,144.37,144.96,143.8007,144.28,136.633061323473,31913002.0
2017-08-17,143.73,143.94,141.33,141.33,133.839413341049,70190975.0
2017-08-18,141.43,142.2,140.65,141.23,133.744713409441,60673232.0
2017-08-21,141.23,141.53,140.18,141.05,133.574253532547,37111487.0
2017-08-22,141.8,143.35,141.76,143.2,135.610302062111,36294232.0
2017-08-23,142.5,143.01,142.38,142.69,135.127332410912,25587860.0
2017-08-24,143.03,143.17,141.47,142.27,134.72959269816,38160803.0
2017-08-25,142.8,143.18,141.78,141.97,134.445492903337,26380436.0
2017-08-28,142.41,142.74,141.9501,142.41,134.862172602411,15362141.0
2017-08-29,141.18,143.21,141.06,142.97,135.392492219414,24498333.0
2017-08-30,143.11,144.89,143.0,144.65,136.983451070422,33642716.0
2017-08-31,145.03,146.21,144.98,146.2,138.45130001034,38480747.0
2017-09-01,146.36,146.585,145.61,146.0,138.261900147124,22293553.0
2017-09-05,145.55,145.88,143.6,144.69,137.021331043065,45480562.0
2017-09-06,145.06,145.46,144.08,145.13,137.438010742138,30722723.0
2017-09-07,145.4,145.84,144.94,145.47,137.759990509604,22721131.0
2017-09-08,145.28,145.35,144.06,144.21,136.566771371348,27890115.0
2017-09-11,145.3,146.12,145.3,145.87,138.138790236035,27126332.0
2017-09-12,146.25,146.41,145.53,146.22,138.470239996661,30256661.0
2017-09-13,145.95,146.44,145.73,146.42,138.659639859876,28450864.0
2017-09-14,145.85,146.2869,145.47,145.56,137.845220448051,35296413.0
2017-09-15,145.56,146.59,145.29,146.06,138.318720106089,46422402.0
2017-09-18,145.88,146.37,145.11,145.55,138.138203096459,24858157.0
2017-09-19,145.81,146.01,145.31,145.8,138.375472425034,20871237.0
2017-09-20,145.75,145.91,144.23,145.35,137.948387633598,34236155.0
2017-09-21,145.25,145.26,143.95,144.46,137.103708823871,28841835.0
2017-09-22,144.0,144.53,143.855,144.32,136.970837999869,21702401.0
2017-09-25,143.75,143.8299,142.1,142.8,135.528240482132,54947712.0
2017-09-26,143.51,143.8,142.67,143.17,135.879399088423,29612794.0
2017-09-27,143.93,145.0,143.57,144.46,137.103708823871,33249403.0
2017-09-28,144.14,144.5566,143.78,144.41,137.056254958156,24149422.0
2017-09-29,144.7,145.555,144.32,145.45,138.043295365028,43102366.0
2017-10-02,145.67,146.17,144.93,145.58,138.166675415888,27246253.0
2017-10-03,145.74,146.06,145.45,145.89,138.460889383321,19715152.0
2017-10-04,145.6,146.34,145.47,146.03,138.593760207323,26381099.0
2017-10-05,146.54,147.54,146.4063,147.46,139.950940766773,31562353.0
2017-10-06,146.97,147.66,146.96,147.66,140.140756229633,23546199.0
2017-10-09,147.86,148.0093,147.3,147.49,139.979413086202,13704835.0
2017-10-10,147.98,148.14,146.95,147.6,140.083811590775,19223092.0
2017-10-11,147.53,148.07,147.34,148.04,140.501405609067,12439051.0
2017-10-12,147.84,148.355,147.615,147.77,140.245154734206,14513477.0
2017-10-13,148.4,148.51,147.7772,148.34,140.786128803357,18409888.0
2017-10-16,148.7,148.89,148.3928,148.85,141.270158233651,21809410.0
2017-10-17,148.79,149.06,148.57,149.04,141.450482923368,13138157.0
2017-10-18,149.21,149.21,148.64,148.86,141.279649006794,17218243.0
2017-10-19,148.02,148.33,147.27,148.31,140.757656483928,27680285.0
2017-10-20,148.91,149.04,148.53,148.71,141.137287409649,30173268.0
2017-10-23,149.01,149.03,147.53,147.74,140.216682414777,29297126.0
2017-10-24,148.0,148.3,147.44,147.99,140.453951743352,20289467.0
2017-10-25,147.7,148.18,146.33,147.43,139.922468447344,36104741.0
2017-10-26,147.36,147.705,146.92,146.96,139.476402109622,28230199.0
2017-10-27,149.33,151.52,149.2,151.24,143.538453014829,60165127.0
2017-10-30,151.08,152.19,150.9899,151.58,143.861139301691,31733386.0
2017-10-31,152.04,152.37,151.63,152.15,144.402113370843,25680894.0
2017-11-01,152.75,152.83,151.5,152.1,144.354659505128,29481569.0
2017-11-02,151.92,151.99,150.77,151.81,144.079427083981,31017426.0
2017-11-03,152.39,153.29,151.84,153.27,145.46507996286,26199249.0
2017-11-06,153.13,153.85,153.1,153.79,145.958600166296,28684758.0
2017-11-07,153.67,154.0823,153.34,153.88,146.044017124583,21333062.0
2017-11-08,153.81,154.54,153.62,154.5,146.632445059449,16732173.0
2017-11-09,153.26,153.77,152.11,153.69,145.863692434866,40459520.0
2017-11-10,153.36,153.8,153.06,153.68,145.854201661723,20150762.0
2017-11-13,153.12,154.0693,153.1,153.87,146.03452635144,12468169.0
2017-11-14,153.31,153.5,152.57,153.31,145.503043055432,25050308.0
2017-11-15,152.61,153.0,151.78,152.59,144.819707389135,24762217.0
2017-11-16,153.38,154.89,153.33,154.54,146.670408152021,34729258.0
2017-11-17,154.58,154.69,153.8,153.95,146.110452536584,28725800.0
2017-11-20,154.08,154.2,153.61,153.83,145.996563258868,21126898.0
2017-11-21,154.56,155.57,154.49,155.5,147.58152237375,20147763.0
2017-11-22,155.63,155.84,155.341,155.69,147.761847063467,17254888.0
2017-11-24,155.86,156.31,155.76,156.26,148.302821132618,8280586.0
2017-11-27,156.2,156.56,155.83,156.19,148.236385720617,22653389.0
2017-11-28,156.52,156.69,155.7,156.59,148.616016646338,24446088.0
2017-11-29,156.41,156.45,153.12,153.86,146.025035578297,71986338.0
2017-11-30,154.51,155.45,154.15,155.15,147.249345313745,56595465.0
2017-12-01,154.2,155.24,152.26,154.49,146.622954286306,59015828.0
2017-12-04,155.47,155.625,152.56,152.71,144.933596666851,51243858.0
2017-12-05,152.64,154.55,152.1,152.81,145.028504398281,40555384.0
2017-12-06,152.26,153.735,152.06,153.5,145.683367745149,28566078.0
2017-12-07,153.49,154.46,153.33,154.02,146.176887948585,32666207.0
2017-12-08,155.15,155.53,154.46,154.7,146.822260522309,28081666.0
2017-12-11,154.77,155.95,154.76,155.9,147.96115329947,20821528.0
2017-12-12,155.83,156.15,155.36,155.69,147.761847063467,20310252.0
2017-12-13,156.32,156.49,155.76,155.99,148.046570257757,24418479.0
2017-12-14,156.26,156.66,155.71,155.88,147.942171753184,24594682.0
2017-12-15,156.49,157.82,156.23,157.65,149.622038599496,49816151.0
2017-12-18,158.36,158.77,158.07,158.64,150.874260698758,26844519.0
2017-12-19,158.34,158.5,157.26,157.7,149.980275543331,31414968.0
2017-12-20,158.25,158.28,156.91,157.53,149.818597376924,38972602.0
2017-12-21,157.75,158.25,157.37,157.55,149.837618337678,18638679.0
2017-12-22,157.31,157.43,156.95,157.37,149.666429690894,23330440.0
2017-12-26,156.49,156.72,155.95,156.52,148.85803885886,21918720.0
2017-12-27,156.53,156.96,156.39,156.54,148.877059819614,22388186.0
2017-12-28,157.04,157.07,156.54,156.73,149.057758946774,25393825.0
2017-12-29,156.87,156.9,155.7,155.76,148.135242350217,33185962.0
2018-01-02,156.56,158.53,156.17,158.49,150.731603493105,32573272.0
2018-01-03,158.64,160.17,158.61,160.03,152.196217471143,29383557.0
2018-01-04,160.58,160.79,160.08,160.31,152.462510921696,24776125.0
2018-01-05,161.07,162.03,160.77,161.92,153.993698262373,26992340.0
2018-01-08,161.92,162.63,161.86,162.55,154.592858526116,23159061.0
2018-01-09,162.87,163.04,162.07,162.56,154.602369006493,24782448.0
2018-01-10,161.84,162.21,161.12,162.18,154.240970752172,34004028.0
2018-01-11,162.48,163.3,162.21,163.29,155.296634074005,20473518.0
2018-01-12,163.15,164.66,162.94,164.49,156.43789171923,37762708.0
2018-01-16,165.58,166.42,163.53,164.02,155.990899141517,41231849.0
2018-01-17,164.8,166.04,164.0,165.79,157.674254168224,33849879.0
2018-01-18,165.53,166.2,165.14,165.82,157.702785609355,26432166.0
2018-01-19,166.31,166.61,165.54,166.34,158.197330588952,38937588.0
2018-01-22,166.28,168.12,166.09,168.12,159.890196096036,26081388.0
2018-01-23,168.64,169.66,168.56,169.51,161.212152868422,37989650.0
2018-01-24,169.87,170.24,167.44,168.41,160.166000026965,54287377.0
2018-01-25,169.57,169.63,167.81,168.35,160.108937144704,28924956.0
2018-01-26,169.29,170.95,168.96,170.93,162.562641081938,32038184.0
2018-01-29,170.57,170.91,169.74,170.1,161.773271210657,37277849.0
2018-01-30,168.55,169.42,167.82,168.7,160.441803957895,44987688.0
2018-01-31,169.65,169.99,168.34,169.4,161.107537584276,42449199.0
2018-02-01,168.1,169.73,167.42,167.96,159.738028410006,38037875.0
2018-02-02,167.34,167.7,164.47,164.61,156.552017483753,68478082.0
2018-02-05,163.07,165.75,158.0,158.12,150.37971571916,105372224.0
2018-02-06,155.81,162.51,155.1,162.31,154.364606997071,118537891.0
2018-02-07,161.79,163.55,160.2,160.21,152.367406117927,91028328.0
2018-02-08,160.62,160.8,153.45,153.45,145.938321383159,94184831.0
2018-02-09,155.66,157.24,150.125,156.1,148.458598683031,113836554.0
2018-02-12,157.7,159.95,156.46,158.87,151.093001747426,63050637.0
2018-02-13,157.96,160.01,157.72,159.69,151.87286113833,31785595.0
2018-02-14,158.75,162.93,158.0,162.68,154.716494771016,52107431.0
2018-02-15,164.14,165.7,162.44,165.7,157.588659844832,51633887.0
2018-02-16,165.16,166.76,164.68,164.96,156.884884296943,62256291.0
2018-02-20,164.38,166.68,164.31,165.29,157.19873014938,36785626.0
2018-02-21,166.1,167.72,164.72,164.82,156.751737571667,41161779.0
2018-02-22,165.54,166.42,164.38,164.8,156.732716610913,37074413.0
2018-02-23,166.13,168.17,165.45,168.17,159.93774849792,50096916.0
2018-02-26,168.96,170.4,168.82,170.4,162.058585621964,39266658.0
2018-02-27,170.45,170.73,168.21,168.29,160.051874262443,42209873.0
2018-02-28,169.25,169.8,167.1,167.21,159.02474238174,42936334.0
2018-03-01,167.3,168.07,163.0,164.48,156.428381238853,76809904.0
2018-03-02,162.5,166.28,161.96,165.99,157.864463775761,57445063.0
2018-03-05,165.21,168.26,164.59,167.83,159.614392165107,38540207.0
2018-03-06,168.65,169.11,167.48,168.54,160.289636271865,29480927.0
2018-03-07,167.25,169.07,166.96,168.93,160.660545006563,34609407.0
2018-03-08,169.63,169.98,168.95,169.86,161.545019681612,25828371.0
2018-03-09,171.07,173.16,170.82,173.16,164.683478205981,38310546.0
2018-03-12,173.67,174.48,173.28,174.08,165.558442400654,37634971.0
2018-03-13,174.48,175.21,171.27,171.71,163.304458551334,55638925.0
2018-03-14,172.61,172.74,170.93,171.68,163.275927110204,40536383.0
2018-03-15,171.8,172.53,170.9,171.53,163.133269904551,28810366.0
2018-03-16,171.82,172.2,170.94,171.02,162.64823540533,31176742.0
2018-03-19,169.1,169.22,165.64,167.1,159.183139432417,71395061.0
2018-03-20,167.17,168.04,166.61,167.65,159.707081543056,34075664.0
2018-03-21,167.21,168.76,166.19,166.92,159.011667468935,43863543.0
2018-03-22,164.61,165.77,162.59,162.8,155.086864749237,66607288.0
2018-03-23,162.61,163.06,158.43,158.51,151.00011628625,80110392.0
2018-03-26,161.72,164.6,159.16,164.4,156.611059980188,57481503.0
2018-03-27,165.62,165.62,157.68,159.08,151.543110837277,78889105.0
2018-03-28,158.17,159.78,156.04,157.25,149.799812541877,89369655.0
2018-03-29,158.1,161.71,156.63,160.13,152.543363957588,68692566.0
2018-04-02,158.99,159.74,153.88,155.51,148.142250228218,85549443.0
2018-04-03,156.87,157.92,154.44,157.26,149.80933876207,64090049.0
2018-04-04,154.22,160.23,154.04,159.74,152.171841370044,65768692.0
2018-04-05,161.33,161.58,159.48,160.65,153.038727407647,43054868.0
2018-04-06,158.88,160.46,155.88,156.63,149.209186889883,59870865.0
2018-04-09,157.98,160.88,157.46,157.73,150.257071111162,41810380.0
2018-04-10,160.21,161.73,159.07,161.21,153.57219573848,48601323.0
2018-04-11,160.2,162.0,160.1,160.28,152.68625726049,41622139.0
2018-04-12,161.25,162.77,161.16,162.21,154.524817757824,30467889.0
2018-04-13,163.02,163.26,160.67,161.37,153.724615261575,44604892.0
2018-04-16,162.5,163.19,161.48,162.6,154.896340345368,28180780.0
2018-04-17,164.24,166.46,163.91,166.1,158.230517413073,35536087.0
2018-04-18,166.1,167.0,165.31,166.44,158.55440889965,29573880.0
2018-04-19,165.6,165.99,164.34,164.91,157.096897210053,34705692.0
2018-04-20,164.49,164.61,161.73,162.3,154.610553739565,49197140.0
2018-04-23,163.09,163.73,161.02,161.89,154.219978711634,33040646.0
2018-04-24,162.66,162.91,157.39,158.46,150.952485185283,70256751.0
2018-04-25,158.74,159.31,156.47,158.65,151.133483368959,52089323.0
2018-04-26,160.7,162.53,160.18,161.99,154.315240913568,43005532.0
2018-04-27,164.37,164.41,161.17,162.09,154.410503115503,51043406.0
2018-04-30,162.47,163.48,160.54,160.94,153.314987793257,35615273.0
2018-05-01,160.52,162.8,160.14,162.78,155.06781230885,36513529.0
2018-05-02,163.06,163.57,161.63,161.82,154.15329517028,38646842.0
2018-05-03,161.0,162.4,159.22,161.8,154.134242729893,60337134.0
2018-05-04,161.1,165.25,160.98,164.87,157.05879232928,41543243.0
